.text section layout
  Starting        Virtual
  address  Size   address
  -----------------------
  00000000 000efc 800056e0  1 .text 	m_Do_main.o 
  00252660 00000c 80257d40  4 JPAExtraShapeArc::getRotateDirection() 	JPALoader.a JPAExtraShape.cpp
  0025266c 0001a4 80257d4c  1 .text 	JPALoader.a JPASweepShape.cpp
  0025266c 000024 80257d4c  4 JPASweepShapeArc(u8 const*) 	JPALoader.a JPASweepShape.cpp
  00252690 0003e0 80257d70  1 .text 	JPALoader.a JPASweepShape.cpp
  00252690 000048 80257d70  4 ~JPASweepShape() 	JPALoader.a JPASweepShape.cpp
  002526d8 00005c 80257db8  4 ~JPASweepShapeArc() 	JPALoader.a JPASweepShape.cpp
  00252734 000010 80257e14  4 JPASweepShapeArc::getType() 	JPALoader.a JPASweepShape.cpp
  00252744 000010 80257e24  4 JPASweepShapeArc::getDirType() 	JPALoader.a JPASweepShape.cpp
  00252754 000010 80257e34  4 JPASweepShapeArc::getRotType() 	JPALoader.a JPASweepShape.cpp
  00252764 000010 80257e44  4 JPASweepShapeArc::getBasePlaneType() 	JPALoader.a JPASweepShape.cpp
  00252774 00000c 80257e54  4 JPASweepShapeArc::getLife() 	JPALoader.a JPASweepShape.cpp
  00252780 00000c 80257e60  4 JPASweepShapeArc::getRate() 	JPALoader.a JPASweepShape.cpp
  0025278c 00000c 80257e6c  4 JPASweepShapeArc::getTiming() 	JPALoader.a JPASweepShape.cpp
  00252798 00000c 80257e78  4 JPASweepShapeArc::getStep() 	JPALoader.a JPASweepShape.cpp
  002527a4 00000c 80257e84  4 JPASweepShapeArc::getPosRndm() 	JPALoader.a JPASweepShape.cpp
  002527b0 00000c 80257e90  4 JPASweepShapeArc::getVelInfRate() 	JPALoader.a JPASweepShape.cpp
  002527bc 00000c 80257e9c  4 JPASweepShapeArc::getBaseVel() 	JPALoader.a JPASweepShape.cpp
  002527c8 00000c 80257ea8  4 JPASweepShapeArc::getBaseVelRndm() 	JPALoader.a JPASweepShape.cpp
  002527d4 00000c 80257eb4  4 JPASweepShapeArc::getGravity() 	JPALoader.a JPASweepShape.cpp
  002527e0 000010 80257ec0  4 JPASweepShapeArc::isEnableField() 	JPALoader.a JPASweepShape.cpp
  002527f0 000010 80257ed0  4 JPASweepShapeArc::isEnableDrawParent() 	JPALoader.a JPASweepShape.cpp
  00252800 000010 80257ee0  4 JPASweepShapeArc::isClipOn() 	JPALoader.a JPASweepShape.cpp
  00252810 000010 80257ef0  4 JPASweepShapeArc::isEnableScaleOut() 	JPALoader.a JPASweepShape.cpp
  00252820 000010 80257f00  4 JPASweepShapeArc::isEnableAlphaOut() 	JPALoader.a JPASweepShape.cpp
  00252830 000010 80257f10  4 JPASweepShapeArc::isEnableRotate() 	JPALoader.a JPASweepShape.cpp
  00252840 000010 80257f20  4 JPASweepShapeArc::isInheritedScale() 	JPALoader.a JPASweepShape.cpp
  00252850 000010 80257f30  4 JPASweepShapeArc::isInheritedAlpha() 	JPALoader.a JPASweepShape.cpp
  00252860 000010 80257f40  4 JPASweepShapeArc::isInheritedRGB() 	JPALoader.a JPASweepShape.cpp
  00252870 00000c 80257f50  4 JPASweepShapeArc::getTextureIndex() 	JPALoader.a JPASweepShape.cpp
  0025287c 00000c 80257f5c  4 JPASweepShapeArc::getScaleX() 	JPALoader.a JPASweepShape.cpp
  00252888 00000c 80257f68  4 JPASweepShapeArc::getScaleY() 	JPALoader.a JPASweepShape.cpp
  00252894 00000c 80257f74  4 JPASweepShapeArc::getPrm() 	JPALoader.a JPASweepShape.cpp
  002528a0 00000c 80257f80  4 JPASweepShapeArc::getEnv() 	JPALoader.a JPASweepShape.cpp
  002528ac 00000c 80257f8c  4 JPASweepShapeArc::getPrmAlpha() 	JPALoader.a JPASweepShape.cpp
  002528b8 00000c 80257f98  4 JPASweepShapeArc::getEnvAlpha() 	JPALoader.a JPASweepShape.cpp
  002528c4 00000c 80257fa4  4 JPASweepShapeArc::getRotateSpeed() 	JPALoader.a JPASweepShape.cpp
  002528d0 00000c 80257fb0  4 JPASweepShapeArc::getInheritScale() 	JPALoader.a JPASweepShape.cpp
  002528dc 00000c 80257fbc  4 JPASweepShapeArc::getInheritAlpha() 	JPALoader.a JPASweepShape.cpp
  002528e8 00000c 80257fc8  4 JPASweepShapeArc::getInheritRGB() 	JPALoader.a JPASweepShape.cpp
  002528f4 000140 80257fd4  1 .text 	JPALoader.a JPAExTexShape.cpp
  002528f4 000024 80257fd4  4 JPAExTexShapeArc(u8 const*) 	JPALoader.a JPAExTexShape.cpp
  00252918 0001c0 80257ff8  1 .text 	JPALoader.a JPAExTexShape.cpp
  00252918 000048 80257ff8  4 ~JPAExTexShape() 	JPALoader.a JPAExTexShape.cpp
  00252960 00005c 80258040  4 ~JPAExTexShapeArc() 	JPALoader.a JPAExTexShape.cpp
  002529bc 000010 8025809c  4 JPAExTexShapeArc::getIndTexMode() 	JPALoader.a JPAExTexShape.cpp
  002529cc 00001c 802580ac  4 JPAExTexShapeArc::getIndTexMtxID() 	JPALoader.a JPAExTexShape.cpp
  002529e8 00000c 802580c8  4 JPAExTexShapeArc::getIndTexMtx() 	JPALoader.a JPAExTexShape.cpp
  002529f4 000010 802580d4  4 JPAExTexShapeArc::getExpScale() 	JPALoader.a JPAExTexShape.cpp
  00252a04 00000c 802580e4  4 JPAExTexShapeArc::getIndTextureID() 	JPALoader.a JPAExTexShape.cpp
  00252a10 00000c 802580f0  4 JPAExTexShapeArc::getSubTextureID() 	JPALoader.a JPAExTexShape.cpp
  00252a1c 000010 802580fc  4 JPAExTexShapeArc::isEnableSecondTex() 	JPALoader.a JPAExTexShape.cpp
  00252a2c 00000c 8025810c  4 JPAExTexShapeArc::getSecondTexIndex() 	JPALoader.a JPAExTexShape.cpp
  00252a38 000290 80258118  1 .text 	JPALoader.a JPADynamicsBlock.cpp
  00252a38 000024 80258118  4 JPADynamicsBlockArc(u8 const*) 	JPALoader.a JPADynamicsBlock.cpp
  00252a5c 0003f8 8025813c  1 .text 	JPALoader.a JPADynamicsBlock.cpp
  00252a5c 000048 8025813c  4 ~JPADynamicsBlock() 	JPALoader.a JPADynamicsBlock.cpp
  00252aa4 00005c 80258184  4 ~JPADynamicsBlockArc() 	JPALoader.a JPADynamicsBlock.cpp
  00252b00 00000c 802581e0  4 JPADynamicsBlockArc::getDataFlag() 	JPALoader.a JPADynamicsBlock.cpp
  00252b0c 000008 802581ec  4 JPADynamicsBlockArc::getUseKeyFlag() 	JPALoader.a JPADynamicsBlock.cpp
  00252b14 000020 802581f4  4 JPADynamicsBlockArc::getEmitterScl(JGeometry::TVec3<f>&) 	JPALoader.a JPADynamicsBlock.cpp
  00252b34 000020 80258214  4 JPADynamicsBlockArc::getEmitterRot(JGeometry::TVec3<s>&) 	JPALoader.a JPADynamicsBlock.cpp
  00252b54 000020 80258234  4 JPADynamicsBlockArc::getEmitterTrs(JGeometry::TVec3<f>&) 	JPALoader.a JPADynamicsBlock.cpp
  00252b74 000020 80258254  4 JPADynamicsBlockArc::getEmitterDir(JGeometry::TVec3<f>&) 	JPALoader.a JPADynamicsBlock.cpp
  00252b94 000010 80258274  4 JPADynamicsBlockArc::getVolumeType() 	JPALoader.a JPADynamicsBlock.cpp
  00252ba4 00000c 80258284  4 JPADynamicsBlockArc::getVolumeSize() 	JPALoader.a JPADynamicsBlock.cpp
  00252bb0 00000c 80258290  4 JPADynamicsBlockArc::getVolumeSweep() 	JPALoader.a JPADynamicsBlock.cpp
  00252bbc 00000c 8025829c  4 JPADynamicsBlockArc::getVolumeMinRad() 	JPALoader.a JPADynamicsBlock.cpp
  00252bc8 00000c 802582a8  4 JPADynamicsBlockArc::getDivNumber() 	JPALoader.a JPADynamicsBlock.cpp
  00252bd4 00000c 802582b4  4 JPADynamicsBlockArc::getRate() 	JPALoader.a JPADynamicsBlock.cpp
  00252be0 00000c 802582c0  4 JPADynamicsBlockArc::getRateRndm() 	JPALoader.a JPADynamicsBlock.cpp
  00252bec 00000c 802582cc  4 JPADynamicsBlockArc::getRateStep() 	JPALoader.a JPADynamicsBlock.cpp
  00252bf8 00000c 802582d8  4 JPADynamicsBlockArc::getMaxFrame() 	JPALoader.a JPADynamicsBlock.cpp
  00252c04 00000c 802582e4  4 JPADynamicsBlockArc::getStartFrame() 	JPALoader.a JPADynamicsBlock.cpp
  00252c10 00000c 802582f0  4 JPADynamicsBlockArc::getLifeTime() 	JPALoader.a JPADynamicsBlock.cpp
  00252c1c 00000c 802582fc  4 JPADynamicsBlockArc::getLifeTimeRndm() 	JPALoader.a JPADynamicsBlock.cpp
  00252c28 00000c 80258308  4 JPADynamicsBlockArc::getInitVelOmni() 	JPALoader.a JPADynamicsBlock.cpp
  00252c34 00000c 80258314  4 JPADynamicsBlockArc::getInitVelAxis() 	JPALoader.a JPADynamicsBlock.cpp
  00252c40 00000c 80258320  4 JPADynamicsBlockArc::getInitVelRndm() 	JPALoader.a JPADynamicsBlock.cpp
  00252c4c 00000c 8025832c  4 JPADynamicsBlockArc::getInitVelDir() 	JPALoader.a JPADynamicsBlock.cpp
  00252c58 00000c 80258338  4 JPADynamicsBlockArc::getSpread() 	JPALoader.a JPADynamicsBlock.cpp
  00252c64 00000c 80258344  4 JPADynamicsBlockArc::getInitVelRatio() 	JPALoader.a JPADynamicsBlock.cpp
  00252c70 00000c 80258350  4 JPADynamicsBlockArc::getAccel() 	JPALoader.a JPADynamicsBlock.cpp
  00252c7c 00000c 8025835c  4 JPADynamicsBlockArc::getAccelRndm() 	JPALoader.a JPADynamicsBlock.cpp
  00252c88 00000c 80258368  4 JPADynamicsBlockArc::getAirResist() 	JPALoader.a JPADynamicsBlock.cpp
  00252c94 00000c 80258374  4 JPADynamicsBlockArc::getAirResistRndm() 	JPALoader.a JPADynamicsBlock.cpp
  00252ca0 00000c 80258380  4 JPADynamicsBlockArc::getMoment() 	JPALoader.a JPADynamicsBlock.cpp
  00252cac 00000c 8025838c  4 JPADynamicsBlockArc::getMomentRndm() 	JPALoader.a JPADynamicsBlock.cpp
  00252cb8 00012c 80258398  1 .text 	JPALoader.a JPAFieldBlock.cpp
  00252cb8 000024 80258398  4 JPAFieldBlockArc(u8 const*) 	JPALoader.a JPAFieldBlock.cpp
  00252cdc 0002ac 802583bc  1 .text 	JPALoader.a JPAFieldBlock.cpp
  00252cdc 000048 802583bc  4 ~JPAFieldBlock() 	JPALoader.a JPAFieldBlock.cpp
  00252d24 00005c 80258404  4 ~JPAFieldBlockArc() 	JPALoader.a JPAFieldBlock.cpp
  00252d80 000010 80258460  4 JPAFieldBlockArc::getType() 	JPALoader.a JPAFieldBlock.cpp
  00252d90 000010 80258470  4 JPAFieldBlockArc::getVelType() 	JPALoader.a JPAFieldBlock.cpp
  00252da0 000010 80258480  4 JPAFieldBlockArc::getSttFlag() 	JPALoader.a JPAFieldBlock.cpp
  00252db0 00000c 80258490  4 JPAFieldBlockArc::getCycle() 	JPALoader.a JPAFieldBlock.cpp
  00252dbc 000008 8025849c  4 JPAFieldBlockArc::getID() 	JPALoader.a JPAFieldBlock.cpp
  00252dc4 000020 802584a4  4 JPAFieldBlockArc::getPos(JGeometry::TVec3<f>&) 	JPALoader.a JPAFieldBlock.cpp
  00252de4 000020 802584c4  4 JPAFieldBlockArc::getDir(JGeometry::TVec3<f>&) 	JPALoader.a JPAFieldBlock.cpp
  00252e04 00000c 802584e4  4 JPAFieldBlockArc::getMag() 	JPALoader.a JPAFieldBlock.cpp
  00252e10 00000c 802584f0  4 JPAFieldBlockArc::getMagRndm() 	JPALoader.a JPAFieldBlock.cpp
  00252e1c 00000c 802584fc  4 JPAFieldBlockArc::getMaxDist() 	JPALoader.a JPAFieldBlock.cpp
  00252e28 00000c 80258508  4 JPAFieldBlockArc::getVal1() 	JPALoader.a JPAFieldBlock.cpp
  00252e34 00000c 80258514  4 JPAFieldBlockArc::getVal2() 	JPALoader.a JPAFieldBlock.cpp
  00252e40 00000c 80258520  4 JPAFieldBlockArc::getVal3() 	JPALoader.a JPAFieldBlock.cpp
  00252e4c 00000c 8025852c  4 JPAFieldBlockArc::getFadeIn() 	JPALoader.a JPAFieldBlock.cpp
  00252e58 00000c 80258538  4 JPAFieldBlockArc::getFadeOut() 	JPALoader.a JPAFieldBlock.cpp
  00252e64 00000c 80258544  4 JPAFieldBlockArc::getEnTime() 	JPALoader.a JPAFieldBlock.cpp
  00252e70 00000c 80258550  4 JPAFieldBlockArc::getDisTime() 	JPALoader.a JPAFieldBlock.cpp
  00252e7c 00010c 8025855c  1 .text 	JPALoader.a JPAKeyBlock.cpp
  00252e7c 00002c 8025855c  4 JPAKeyBlockArc(u8 const*) 	JPALoader.a JPAKeyBlock.cpp
  00252ea8 00015c 80258588  1 .text 	JPALoader.a JPAKeyBlock.cpp
  00252ea8 000048 80258588  4 ~JPAKeyBlock() 	JPALoader.a JPAKeyBlock.cpp
  00252ef0 00005c 802585d0  4 ~JPAKeyBlockArc() 	JPALoader.a JPAKeyBlock.cpp
  00252f4c 00000c 8025862c  4 JPAKeyBlockArc::getID() 	JPALoader.a JPAKeyBlock.cpp
  00252f58 000014 80258638  4 JPAKeyBlockArc::isLoopEnable() 	JPALoader.a JPAKeyBlock.cpp
  00252f6c 00000c 8025864c  4 JPAKeyBlockArc::getNumber() 	JPALoader.a JPAKeyBlock.cpp
  00252f78 000008 80258658  4 JPAKeyBlockArc::getKeyDataPtr() 	JPALoader.a JPAKeyBlock.cpp
  00252f80 000600 80258660  1 .text 	JPALoader.a JPATexture.cpp
  00252f80 000070 80258660  4 JPATextureArc(u8 const*) 	JPALoader.a JPATexture.cpp
  00252ff0 0004e4 802586d0  4 JPADefaultTexture::initialize(JKRHeap*) 	JPALoader.a JPATexture.cpp
  002534d4 0001a8 80258bb4  1 .text 	JPALoader.a JPATexture.cpp
  002534d4 000048 80258bb4  4 ~JPATexture() 	JPALoader.a JPATexture.cpp
  0025351c 000078 80258bfc  4 ~JPATextureArc() 	JPALoader.a JPATexture.cpp
  00253594 00000c 80258c74  4 JPATextureArc::getName() const 	JPALoader.a JPATexture.cpp
  002535a0 000024 80258c80  4 JPATextureArc::load(_GXTexMapID) 	JPALoader.a JPATexture.cpp
  002535c4 000008 80258ca4  4 JPATextureArc::getJUTTexture() 	JPALoader.a JPATexture.cpp
  002535cc 0007b0 80258cac  1 .text 	JPALoader.a JPAResourceManager.cpp
  002535cc 0000a8 80258cac  4 JPATextureResource(u32, JKRHeap*) 	JPALoader.a JPAResourceManager.cpp
  00253674 000090 80258d54  4 JPATextureResource::registration(JPATexture*) 	JPALoader.a JPAResourceManager.cpp
  00253704 00008c 80258de4  4 JPAEmitterResource(u32, JKRHeap*) 	JPALoader.a JPAResourceManager.cpp
  00253790 0000a8 80258e70  4 JPAEmitterResource::registration(JPAEmitterData*, u16) 	JPALoader.a JPAResourceManager.cpp
  00253838 000044 80258f18  4 JPAEmitterResource::getByUserIndex(u16) 	JPALoader.a JPAResourceManager.cpp
  0025387c 000044 80258f5c  4 JPAEmitterResource::checkUserIndexDuplication(u16) 	JPALoader.a JPAResourceManager.cpp
  002538c0 000054 80258fa0  4 JPAResourceManager(void const*, JKRHeap*) 	JPALoader.a JPAResourceManager.cpp
  00253914 0000c0 80258ff4  4 JPAResourceManager::swapTexture(ResTIMG const*, i8 const*) 	JPALoader.a JPAResourceManager.cpp
  002539d4 00003c 802590b4  1 .text 	JPALoader.a JPAResourceManager.cpp
  002539d4 00003c 802590b4  1 .text 	JPALoader.a JPAResourceManager.cpp
  002539d4 0010bc 802590b4  1 .text 	JPALoader.a JPAEmitterLoader.cpp
  002539d4 0000c8 802590b4  4 JPAEmitterArchiveLoaderDataBase::load(u8 const*, JKRHeap*, JPAEmitterResource**, JPATextureResource**) 	JPALoader.a JPAEmitterLoader.cpp
  00253a9c 0007a0 8025917c  4 JPAEmitterArchiveLoader_v10::load() 	JPALoader.a JPAEmitterLoader.cpp
  0025423c 0000e0 8025991c  1 .text 	JPALoader.a JPAEmitterLoader.cpp
  0025423c 000694 8025991c  1 .text 	JPABase.a JPAMath.cpp
  0025423c 000084 8025991c  4 JPAGetYZRotateMtx(i16, i16, f32 (*)[4]) 	JPABase.a JPAMath.cpp
  002542c0 0000c4 802599a0  4 JPAGetXYZRotateMtx(i16, i16, i16, f32 (*)[4]) 	JPABase.a JPAMath.cpp
  00254384 000108 80259a64  4 JPAGetDirMtx(JGeometry::TVec3<f> const&, f32 (*)[4]) 	JPABase.a JPAMath.cpp
  0025448c 000124 80259b6c  4 JPASetSVecfromMtx(f32 (*)[4], JGeometry::TVec3<f>&) 	JPABase.a JPAMath.cpp
  002545b0 000028 80259c90  4 JPASetRMtxTVecfromMtx(f32 (*)[4], f32 (*)[4], JGeometry::TVec3<f>&) 	JPABase.a JPAMath.cpp
  002545d8 000118 80259cb8  4 JPASetRMtxSTVecfromMtx(f32 (*)[4], f32 (*)[4], JGeometry::TVec3<f>&, JGeometry::TVec3<f>&) 	JPABase.a JPAMath.cpp
  002546f0 0000ac 80259dd0  4 JPAGetKeyFrameValue(f32, u16, f32 const*) 	JPABase.a JPAMath.cpp
  0025479c 00006c 80259e7c  4 JPAGetUnitVec(i16, i16, JGeometry::TVec3<f>&) 	JPABase.a JPAMath.cpp
  00254808 001c8c 80259ee8  1 .text 	JPABase.a JPAField.cpp
  00254808 0001f0 80259ee8  4 JPABaseField::loadFieldData(JPAFieldData*, JPAFieldBlock*) 	JPABase.a JPAField.cpp
  002549f8 000144 8025a0d8  4 JPABaseField::calcVel(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00254b3c 000094 8025a21c  4 JPABaseField::calcFadeAffect(JPAFieldData*, f32) 	JPABase.a JPAField.cpp
  00254bd0 000080 8025a2b0  4 JPABaseField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  00254c50 000014 8025a330  4 JPABaseField::isItinRange(JPAFieldData*, f32) 	JPABase.a JPAField.cpp
  00254c64 0000a0 8025a344  4 JPAGravityField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  00254d04 000020 8025a3e4  4 JPAGravityField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00254d24 00010c 8025a404  4 JPAAirField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  00254e30 0001dc 8025a510  4 JPAAirField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  0025500c 00009c 8025a6ec  4 JPAMagnetField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  002550a8 000124 8025a788  4 JPAMagnetField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  002551cc 0000a8 8025a8ac  4 JPANewtonField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  00255274 000264 8025a954  4 JPANewtonField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  002554d8 0000e8 8025abb8  4 JPAVortexField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  002555c0 000164 8025aca0  4 JPAVortexField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00255724 000310 8025ae04  4 JPAConvectionField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  00255a34 0002b8 8025b114  4 JPAConvectionField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00255cec 000140 8025b3cc  4 JPARandomField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00255e2c 000078 8025b50c  4 JPADragField::init(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00255ea4 000070 8025b584  4 JPADragField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00255f14 000124 8025b5f4  4 JPASpinField::preCalc(JPAFieldData*) 	JPABase.a JPAField.cpp
  00256038 0000e0 8025b718  4 JPASpinField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00256118 000168 8025b7f8  4 JPAFieldManager::initField(JPADataBlockLinkInfo*, JPAEmitterInfo*) 	JPABase.a JPAField.cpp
  00256280 000060 8025b960  4 JPAFieldManager::init(JPABaseParticle*) 	JPABase.a JPAField.cpp
  002562e0 000050 8025b9c0  4 JPAFieldManager::preCalc() 	JPABase.a JPAField.cpp
  00256330 0000c8 8025ba10  4 JPAFieldManager::calc(JPABaseParticle*) 	JPABase.a JPAField.cpp
  002563f8 000048 8025bad8  4 JPAFieldManager::deleteField(JPAFieldData*) 	JPABase.a JPAField.cpp
  00256440 000054 8025bb20  4 JPAFieldManager::deleteAllField() 	JPABase.a JPAField.cpp
  00256494 0005b4 8025bb74  1 .text 	JPABase.a JPAField.cpp
  00256494 000004 8025bb74  4 JPABaseField::init(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  00256498 000004 8025bb78  4 JPABaseField::calc(JPAFieldData*, JPABaseParticle*) 	JPABase.a JPAField.cpp
  0025649c 00005c 8025bb7c  4 ~JPASpinField() 	JPABase.a JPAField.cpp
  002564f8 000008 8025bbd8  4 JPASpinField::isItinRange(JPAFieldData*, f32) 	JPABase.a JPAField.cpp
  00256500 00005c 8025bbe0  4 ~JPADragField() 	JPABase.a JPAField.cpp
  0025655c 00005c 8025bc3c  4 ~JPARandomField() 	JPABase.a JPAField.cpp
  002565b8 00005c 8025bc98  4 ~JPAConvectionField() 	JPABase.a JPAField.cpp
  00256614 000008 8025bcf4  4 JPAConvectionField::isItinRange(JPAFieldData*, f32) 	JPABase.a JPAField.cpp
  0025661c 00005c 8025bcfc  4 ~JPAVortexField() 	JPABase.a JPAField.cpp
  00256678 000008 8025bd58  4 JPAVortexField::isItinRange(JPAFieldData*, f32) 	JPABase.a JPAField.cpp
  00256680 00005c 8025bd60  4 ~JPANewtonField() 	JPABase.a JPAField.cpp
  002566dc 00005c 8025bdbc  4 ~JPAMagnetField() 	JPABase.a JPAField.cpp
  00256738 00005c 8025be18  4 ~JPAAirField() 	JPABase.a JPAField.cpp
  00256794 00005c 8025be74  4 ~JPAGravityField() 	JPABase.a JPAField.cpp
  002567f0 000048 8025bed0  4 ~JPABaseField() 	JPABase.a JPAField.cpp
  00256838 0000ac 8025bf18  4 __sinit_JPAField_cpp 	JPABase.a JPAField.cpp
  002568e4 000164 8025bfc4  4 ~JPAFieldContainer() 	JPABase.a JPAField.cpp
  00256a48 001d90 8025c128  1 .text 	JPABase.a JPAEmitter.cpp
  00256a48 00012c 8025c128  4 JPABaseEmitter::calcVolumePoint() 	JPABase.a JPAEmitter.cpp
  00256b74 000140 8025c254  4 JPABaseEmitter::calcVolumeLine() 	JPABase.a JPAEmitter.cpp
  00256cb4 0001a4 8025c394  4 JPABaseEmitter::calcVolumeCircle() 	JPABase.a JPAEmitter.cpp
  00256e58 000104 8025c538  4 JPABaseEmitter::calcVolumeCube() 	JPABase.a JPAEmitter.cpp
  00256f5c 000268 8025c63c  4 JPABaseEmitter::calcVolumeSphere() 	JPABase.a JPAEmitter.cpp
  002571c4 000184 8025c8a4  4 JPABaseEmitter::calcVolumeCylinder() 	JPABase.a JPAEmitter.cpp
  00257348 00012c 8025ca28  4 JPABaseEmitter::calcVolumeTorus() 	JPABase.a JPAEmitter.cpp
  00257474 00055c 8025cb54  4 JPABaseEmitter::create(JPADataBlockLinkInfo*) 	JPABase.a JPAEmitter.cpp
  002579d0 0001e4 8025d0b0  4 JPABaseEmitter::calcEmitterInfo() 	JPABase.a JPAEmitter.cpp
  00257bb4 00012c 8025d294  4 JPABaseEmitter::calc() 	JPABase.a JPAEmitter.cpp
  00257ce0 000214 8025d3c0  4 JPABaseEmitter::calcCreatePtcls() 	JPABase.a JPAEmitter.cpp
  00257ef4 00009c 8025d5d4  4 JPABaseEmitter::createChildren(JPABaseParticle*) 	JPABase.a JPAEmitter.cpp
  00257f90 000070 8025d670  4 JPABaseEmitter::createParticle() 	JPABase.a JPAEmitter.cpp
  00258000 000100 8025d6e0  4 JPABaseEmitter::calcParticle() 	JPABase.a JPAEmitter.cpp
  00258100 0000ec 8025d7e0  4 JPABaseEmitter::calcChild() 	JPABase.a JPAEmitter.cpp
  002581ec 0001c4 8025d8cc  4 JPABaseEmitter::calcKey() 	JPABase.a JPAEmitter.cpp
  002583b0 000048 8025da90  4 JPABaseEmitter::deleteParticle(JPABaseParticle*, JSUList<15JPABaseParticle>*) 	JPABase.a JPAEmitter.cpp
  002583f8 000090 8025dad8  4 JPABaseEmitter::deleteAllParticle() 	JPABase.a JPAEmitter.cpp
  00258488 00004c 8025db68  4 JPABaseEmitter::getPtclFromVacList() 	JPABase.a JPAEmitter.cpp
  002584d4 000078 8025dbb4  4 JPABaseEmitter::doStartFrameProcess() 	JPABase.a JPAEmitter.cpp
  0025854c 0000b0 8025dc2c  4 JPABaseEmitter::doTerminationProcess() 	JPABase.a JPAEmitter.cpp
  002585fc 000080 8025dcdc  4 JPABaseEmitter::calcEmitterGlobalPosition(JGeometry::TVec3<f>&) 	JPABase.a JPAEmitter.cpp
  0025867c 00008c 8025dd5c  4 JPABaseEmitter::calcgReRDirection() 	JPABase.a JPAEmitter.cpp
  00258708 000044 8025dde8  4 JPABaseEmitter::getPivotX() 	JPABase.a JPAEmitter.cpp
  0025874c 000044 8025de2c  4 JPABaseEmitter::getPivotY() 	JPABase.a JPAEmitter.cpp
  00258790 000048 8025de70  4 __sinit_JPAEmitter_cpp 	JPABase.a JPAEmitter.cpp
  002587d8 00000c 8025deb8  1 .text 	JPABase.a JPAEmitter.cpp
  002587d8 00003c 8025deb8  1 .text 	JPABase.a JPAEmitter.cpp
  002587d8 00003c 8025deb8  4 ~JPAEmitterInfo() 	JPABase.a JPAEmitter.cpp
  00258814 000f50 8025def4  1 .text 	JPABase.a JPAParticle.cpp
  00258814 000738 8025def4  4 JPABaseParticle::initParticle() 	JPABase.a JPAParticle.cpp
  00258f4c 0004fc 8025e62c  4 JPABaseParticle::initChild(JPABaseParticle*) 	JPABase.a JPAParticle.cpp
  00259448 000068 8025eb28  4 JPABaseParticle::incFrame() 	JPABase.a JPAParticle.cpp
  002594b0 000158 8025eb90  4 JPABaseParticle::calcVelocity() 	JPABase.a JPAParticle.cpp
  00259608 000084 8025ece8  4 JPABaseParticle::calcPosition() 	JPABase.a JPAParticle.cpp
  0025968c 0000d8 8025ed6c  4 JPABaseParticle::checkCreateChild() 	JPABase.a JPAParticle.cpp
  00259764 000a04 8025ee44  1 .text 	JPABase.a JPAEmitterManager.cpp
  00259764 0002a0 8025ee44  4 JPAEmitterManager(JPAResourceManager*, u32, u32, u32, JKRHeap*) 	JPABase.a JPAEmitterManager.cpp
  00259a04 000210 8025f0e4  4 JPAEmitterManager::createSimpleEmitterID(JGeometry::TVec3<f> const&, u16, u8, u8, JPACallBackBase<P14JPABaseEmitter>*, JPACallBackBase2<P14JPABaseEmitter,P15JPABaseParticle>*) 	JPABase.a JPAEmitterManager.cpp
  00259c14 0000d0 8025f2f4  4 JPAEmitterManager::calc(u8) 	JPABase.a JPAEmitterManager.cpp
  00259ce4 0000d0 8025f3c4  4 JPAEmitterManager::draw(JPADrawInfo*, u8) 	JPABase.a JPAEmitterManager.cpp
  00259db4 000060 8025f494  4 JPAEmitterManager::deleteEmitter(JPABaseEmitter*) 	JPABase.a JPAEmitterManager.cpp
  00259e14 000048 8025f4f4  4 JPAEmitterManager::forceDeleteEmitter(JPABaseEmitter*) 	JPABase.a JPAEmitterManager.cpp
  00259e5c 000078 8025f53c  4 JPAEmitterManager::forceDeleteAllEmitter() 	JPABase.a JPAEmitterManager.cpp
